elevator_id,location,city,license_number,license_status,license_expiry_date
60373,"407 Laurier Ave W, Ottawa",Ottawa,EDLIC-060373,ACTIVE,30-Sep-17
60374,"407 Laurier Ave W, Ottawa",Ottawa,EDLIC-060374,ACTIVE,30-Sep-17
60375,"407 Laurier Ave W, Ottawa",Ottawa,EDLIC-060375,ACTIVE,30-Sep-17
60376,"407 Laurier Ave W, Ottawa",Ottawa,EDLIC-060376,ACTIVE,30-Sep-17
60377,"381 Church St, Markham",Markham,EDLIC-060377,ACTIVE,15-Jul-17
60378,"1333 Neilson Rd, Scarborough",Scarborough,236242,ACTIVE,02-Oct-17
60379,"145 Castlefrank Rd, Kanata",Kanata,221127,ACTIVE,15-Dec-16
6038,"717 Eglinton Ave W, Toronto",Toronto,EDLIC-006038,ACTIVE,15-Mar-17
60380,"286 Front St N, Sarnia",Sarnia,EDLIC-060380,ACTIVE,15-Apr-17
60381,"1 York Lane, Haliburton",Haliburton,EDLIC-060381,ACTIVE,15-Apr-17
60382,"155 Wellington St W, Aurora",Aurora,EDLIC-060382,ACTIVE,01-Jul-17
60383,"700 Kerr St, Oakville",Oakville,EDLIC-060383,ACTIVE,15-Jan-17
60384,"9271 Markham Rd, Markham",Markham,EDLIC-060384,ACTIVE,15-Jul-17
60385,"489 King St W, Toronto",Toronto,262789,ACTIVE,15-Apr-17
60386,"20 Wade Ave, Toronto",Toronto,EDLIC-060386,ACTIVE,15-Jan-17
60387,"20 Wade Ave, Toronto",Toronto,EDLIC-060387,ACTIVE,15-Jan-17
60388,"80 Allstate Pkwy, Markham",Markham,230259,ACTIVE,15-Jul-17
60389,"80 Allstate Pkwy, Markham",Markham,230260,ACTIVE,15-Jul-17
6039,"707 Eglinton Av W, Toronto",Toronto,EDLIC-006039,PENDING_RENEWAL,15-Mar-17
60391,"3660 Midland Ave, Scarborough",Scarborough,EDLIC-060391,ACTIVE,15-Jan-17
60392,"3660 Midland Ave, Scarborough",Scarborough,EDLIC-060392,ACTIVE,15-Jan-17
60393,"225 Alvin Rd, Ottawa",Ottawa,235688,ACTIVE,15-Jul-17
60394,"225 Alvin Rd, Ottawa",Ottawa,235691,ACTIVE,15-Jul-17
60395,"767 Notre Dame Rue, Embrun",Embrun,EDLIC-060395,ACTIVE,15-Jul-17
60396,"117 Gerrard St E, Toronto",Toronto,EDLIC-060396,ACTIVE,15-Apr-17
60397,"117 Gerrard St E, Toronto",Toronto,EDLIC-060397,ACTIVE,15-Apr-17
6040,"2550 Bathurst St, Toronto",Toronto,257797,ACTIVE,15-Sep-17
60400,"22 Southport St, Toronto",Toronto,EDLIC-060400,ACTIVE,15-Oct-17
60401,"22 Southport St, Toronto",Toronto,EDLIC-060401,ACTIVE,15-Oct-17
60402,"425 King St, London",London,EDLIC-060402,ACTIVE,15-Oct-17
60403,"17 Mill Pond Crt, Simcoe",Simcoe,EDLIC-060403,ACTIVE,15-Jul-17
60406,"73 King St W, Mississauga",Mississauga,EDLIC-060406,ACTIVE,15-Apr-17
60407,"65 Auriga Dr, Nepean",Nepean,EDLIC-060407,ACTIVE,15-Apr-17
60408,132 Saint Patrick St Contact Alt School Toronto,Toronto,EDLIC-060408,ACTIVE,01-Sep-17
60409,"491 Church St, Toronto",Toronto,EDLIC-060409,ACTIVE,15-Apr-17
6041,"2525 Bathurst St, Toronto",Toronto,EDLIC-006041,ACTIVE,15-Nov-17
60410,"507 8Th Ave, Matheson",Matheson,EDLIC-060410,ACTIVE,15-Jan-17
60411,"3910 Bathurst St, Toronto",Toronto,EDLIC-060411,ACTIVE,15-Oct-17
60412,"5 Park Home Av, North York",North York,220795,ACTIVE,15-Oct-17
60413,"5 Park Home Av, North York",North York,220797,ACTIVE,15-Oct-17
60417,"330 Mill St S, Brampton",Brampton,EDLIC-060417,ACTIVE,15-Apr-17
60418,"330 Mill St S, Brampton",Brampton,EDLIC-060418,ACTIVE,15-Apr-17
60419,"160 Alton Towers Cir, Scarborough",Scarborough,EDLIC-060419,ACTIVE,15-Apr-17
6042,"2400 Bathurst St, Toronto",Toronto,250272,ACTIVE,06-Jul-17
60420,"160 Alton Towers Cir, Scarborough",Scarborough,EDLIC-060420,ACTIVE,15-Apr-17
60421,"160 Alton Towers Cir, Scarborough",Scarborough,EDLIC-060421,ACTIVE,15-Apr-17
60422,"555 Richmond St W, Toronto",Toronto,261661,ACTIVE,24-Feb-17
60426,"144 Conway Dr, London",London,264206,ACTIVE,15-Jan-17
60428,"101 Mcnabb St, Markham",Markham,263967,ACTIVE,11-Apr-17
60429,"101 Mcnabb St, Markham",Markham,263968,ACTIVE,11-Apr-17
6043,"675 Roselawn Ave, Toronto",Toronto,EDLIC-006043,ACTIVE,15-Nov-17
60432,"1055 Fountain St N, Cambridge",Cambridge,EDLIC-060432,ACTIVE,03-Apr-17
60433,"2235 Sheppard Ave E, North York",North York,225413,ACTIVE,16-Mar-17
60435,"148 Conway Dr, London",London,264209,ACTIVE,15-Jan-17
60436,"140 Conway Dr, London",London,264210,ACTIVE,15-Jan-17
60437,"555 Richmond St W, Toronto",Toronto,261663,ACTIVE,24-Feb-17
60438,"555 Richmond St W, Toronto",Toronto,261662,ACTIVE,24-Feb-17
6044,"2100 Bathurst St, Toronto",Toronto,186004,ACTIVE,17-Nov-17
6045,"404 Spadina Rd, Toronto",Toronto,EDLIC-006045,ACTIVE,15-Mar-17
60450,"4205 Shipp Dr, Mississauga",Mississauga,EDLIC-060450,ACTIVE,15-Oct-17
60451,"4205 Shipp Dr, Mississauga",Mississauga,EDLIC-060451,ACTIVE,15-Oct-17
60452,"4205 Shipp Dr, Mississauga",Mississauga,EDLIC-060452,ACTIVE,15-Oct-17
60454,"49 Goderich Rd, Hamilton",Hamilton,260225,ACTIVE,26-Jan-17
60455,"49 Goderich Rd, Hamilton",Hamilton,260226,ACTIVE,26-Jan-17
60456,"24 Southport St, Toronto",Toronto,EDLIC-060456,ACTIVE,15-Oct-17
60457,"24 Southport St, Toronto",Toronto,EDLIC-060457,ACTIVE,15-Oct-17
60458,"1210 Don Mills Rd, Don Mills",Don Mills,EDLIC-060458,ACTIVE,15-Jan-17
60459,"1210 Don Mills Rd, Don Mills",Don Mills,EDLIC-060459,ACTIVE,15-Jan-17
60460,"8158 Lundy'S Lane, Niagara Falls",Niagara Falls,255748,ACTIVE,28-Oct-17
60464,"1210 Don Mills Rd, Don Mills",Don Mills,EDLIC-060464,ACTIVE,15-Jan-17
60465,"1210 Don Mills Rd, Don Mills",Don Mills,EDLIC-060465,ACTIVE,15-Jan-17
60466,"675 Queen St S, Kitchener",Kitchener,240217,ACTIVE,23-Nov-17
60467,"3605 Kariya Dr, Mississauga",Mississauga,EDLIC-060467,ACTIVE,15-Apr-17
60468,"3605 Kariya Dr, Mississauga",Mississauga,EDLIC-060468,ACTIVE,15-Jan-17
60469,"3605 Kariya Dr, Mississauga",Mississauga,EDLIC-060469,ACTIVE,15-Apr-17
60470,"3605 Kariya Dr, Mississauga",Mississauga,EDLIC-060470,ACTIVE,15-Apr-17
60471,"4185 Shipp Dr, Mississauga",Mississauga,EDLIC-060471,ACTIVE,15-Oct-17
60472,"4185 Shipp Dr, Mississauga",Mississauga,EDLIC-060472,ACTIVE,15-Oct-17
60473,"4185 Shipp Dr, Mississauga",Mississauga,EDLIC-060473,ACTIVE,15-Oct-17
60474,"2303 Laurier St, Rockland",Rockland,EDLIC-060474,ACTIVE,15-Jul-17
60475,"1130 Morrison Dr, Ottawa",Ottawa,195787,ACTIVE,28-Jun-17
60476,"1130 Morrison Dr, Ottawa",Ottawa,195790,ACTIVE,28-Jun-17
60477,"1155 Bough Beeches Blvd, Mississauga",Mississauga,249193,ACTIVE,15-Jul-17
60478,"1155 Bough Beeches Blvd, Mississauga",Mississauga,249194,ACTIVE,15-Jul-17
60479,"33 Nicholas St, Ottawa",Ottawa,EDLIC-060479,ACTIVE,15-Apr-17
60480,"130 Besserer St, Ottawa",Ottawa,206558,ACTIVE,15-Apr-17
60481,"130 Besserer St, Ottawa",Ottawa,206557,ACTIVE,15-Apr-17
60482,"130 Besserer St, Ottawa",Ottawa,206561,ACTIVE,15-Apr-17
60483,"22 Front St West, Toronto",Toronto,165688,ACTIVE,16-Aug-17
60484,"22 Front St West, Toronto",Toronto,165689,ACTIVE,16-Aug-17
60485,"22 Front St West, Toronto",Toronto,165691,ACTIVE,16-Aug-17
60486,"440 Wellington St, St Thomas",St Thomas,EDLIC-060486,ACTIVE,15-Jul-17
60488,"185 Lyon St N, Ottawa",Ottawa,EDLIC-060488,ACTIVE,30-Sep-17
60489,"185 Lyon St N, Ottawa",Ottawa,261044,ACTIVE,30-Sep-17
60490,"185 Lyon St N, Ottawa",Ottawa,EDLIC-060490,ACTIVE,30-Sep-17
60491,"185 Lyon St N, Ottawa",Ottawa,EDLIC-060491,ACTIVE,30-Sep-17
60492,"185 Lyon St N, Ottawa",Ottawa,EDLIC-060492,ACTIVE,16-Jan-18
60493,"1111 Bough Beeches Blvd, Mississauga",Mississauga,EDLIC-060493,ACTIVE,15-Jul-17
60494,"1111 Bough Beeches Blvd, Mississauga",Mississauga,EDLIC-060494,ACTIVE,15-Jul-17
60495,"175 Bamburgh Cir, Scarborough",Scarborough,EDLIC-060495,ACTIVE,15-Jan-17
60496,"175 Bamburgh Cir, Scarborough",Scarborough,EDLIC-060496,ACTIVE,15-Jan-17
60497,"175 Bamburgh Cir, Scarborough",Scarborough,EDLIC-060497,ACTIVE,15-Jan-17
60498,"175 Bamburgh Cir, Scarborough",Scarborough,EDLIC-060498,ACTIVE,15-Jan-17
60499,"5765 Yonge St, North York",North York,EDLIC-060499,ACTIVE,15-Oct-17
60500,"5765 Yonge St, North York",North York,EDLIC-060500,ACTIVE,15-Oct-17
60501,"5765 Yonge St, North York",North York,EDLIC-060501,ACTIVE,15-Oct-17
60503,"21 Sylvan St, Kenora",Kenora,EDLIC-060503,ACTIVE,15-Apr-17
60504,"45 Goderich Rd, Hamilton",Hamilton,EDLIC-060504,ACTIVE,15-Oct-17
60505,"271 Ridley Blvd, Toronto",Toronto,EDLIC-060505,ACTIVE,15-Oct-17
60506,"271 Ridley Blvd, Toronto",Toronto,EDLIC-060506,ACTIVE,15-Oct-17
60508,"344 Slater St, Ottawa",Ottawa,EDLIC-060508,ACTIVE,30-Sep-17
60509,"344 Slater St, Ottawa",Ottawa,EDLIC-060509,ACTIVE,30-Sep-17
60510,"344 Slater St, Ottawa",Ottawa,EDLIC-060510,ACTIVE,30-Sep-17
60511,"344 Slater St, Ottawa",Ottawa,EDLIC-060511,ACTIVE,30-Sep-17
60512,"344 Slater St, Ottawa",Ottawa,EDLIC-060512,ACTIVE,30-Sep-17
60513,"344 Slater St, Ottawa",Ottawa,EDLIC-060513,ACTIVE,30-Sep-17
60514,"108 Chestnut St, Toronto",Toronto,203927,ACTIVE,08-Jan-17
60515,"108 Chestnut St, Toronto",Toronto,203928,ACTIVE,08-Jan-17
60516,"1271 Walden Cir, Mississauga",Mississauga,EDLIC-060516,ACTIVE,15-Jan-17
60517,"1271 Walden Cir, Mississauga",Mississauga,EDLIC-060517,ACTIVE,15-May-17
60519,"155 Main St N, Newmarket",Newmarket,EDLIC-060519,ACTIVE,15-Jan-17
60520,"155 Main St N, Newmarket",Newmarket,EDLIC-060520,ACTIVE,15-Jan-17
60521,"55 Main St W, Hamilton",Hamilton,172679,ACTIVE,29-Jan-17
60522,"481 Melrose Blvd, Timmins",Timmins,EDLIC-060522,ACTIVE,15-Oct-17
60523,"481 Melrose Blvd, Timmins",Timmins,EDLIC-060523,ACTIVE,15-Oct-17
60524,"200 Trethewey Rd, Toronto",Toronto,EDLIC-060524,ACTIVE,01-Jan-17
60525,"650 Highway 7 E, Richmond Hill",Richmond Hill,EDLIC-060525,ACTIVE,15-Jan-17
60526,"459 York St, London",London,EDLIC-060526,ACTIVE,15-Jan-17
60530,"2225 Erin Mills Pky, Mississauga",Mississauga,EDLIC-060530,ACTIVE,16-Mar-17
60531,"5 Wembley Dr, St Catharines",St Catharines,EDLIC-060531,ACTIVE,15-Apr-17
60532,"58 Anson Dr, Iroquois Falls",Iroquois Falls,EDLIC-060532,ACTIVE,15-Apr-17
60534,"230 Lake St, St Catharines",St Catharines,EDLIC-060534,ACTIVE,15-Jan-17
60535,"75 William St N, Chatham",Chatham,EDLIC-060535,ACTIVE,15-Jan-17
60536,"360 Plouffe St, North Bay",North Bay,172452,ACTIVE,24-Jan-17
60537,"161 Ontario St, Stratford",Stratford,EDLIC-060537,ACTIVE,15-Apr-17
60538,"55 Main St W, Hamilton",Hamilton,172680,ACTIVE,29-Jan-17
60539,"2550 Argentia Rd, Mississauga",Mississauga,192074,ACTIVE,31-Jul-17
60540,"20 Park Dr, Huntsville",Huntsville,EDLIC-060540,ACTIVE,15-Jul-17
60541,"99 Holland Av, Ottawa",Ottawa,EDLIC-060541,ACTIVE,15-Oct-17
60542,"99 Holland Av, Ottawa",Ottawa,239042,ACTIVE,15-Oct-17
60543,"5785 Yonge St, North York",North York,EDLIC-060543,ACTIVE,15-Oct-17
60544,"5785 Yonge St, North York",North York,EDLIC-060544,ACTIVE,15-Oct-17
60545,"5785 Yonge St, North York",North York,EDLIC-060545,ACTIVE,15-Oct-17
60546,"1225 Trafalgar Rd S, Oakville",Oakville,EDLIC-060546,ACTIVE,15-Oct-17
60547,"3443 Finch Av E, Scarborough",Scarborough,EDLIC-060547,ACTIVE,15-Jan-17
60548,"2 Notre Dame Ave, Brampton",Brampton,EDLIC-060548,ACTIVE,30-Aug-17
60550,"25 Peel Centre Dr, Brampton",Brampton,EDLIC-060550,ACTIVE,15-Jan-17
60551,"11 Broad St, Brockville",Brockville,EDLIC-060551,ACTIVE,15-Apr-17
60552,"11 Broad St, Brockville",Brockville,EDLIC-060552,ACTIVE,15-Jan-17
60553,"555 Richmond St W, Toronto",Toronto,261658,ACTIVE,24-Feb-17
60554,"555 Richmond St W, Toronto",Toronto,261657,ACTIVE,24-Feb-17
60555,"555 Richmond St W, Toronto",Toronto,261664,ACTIVE,24-Feb-17
60556,"101 Mcintyre St W, North Bay",North Bay,230160,ACTIVE,04-Jun-17
60559,"29 Mccaul St, Toronto",Toronto,EDLIC-060559,ACTIVE,15-Jul-17
60561,"40 King St W, Toronto",Toronto,208758,ACTIVE,10-Apr-17
60562,"40 King St W, Toronto",Toronto,208757,ACTIVE,10-Apr-17
60563,"40 King St W, Toronto",Toronto,208753,ACTIVE,10-Apr-17
60564,"40 King St W, Toronto",Toronto,208762,ACTIVE,10-Apr-17
60565,"40 King St W, Toronto",Toronto,208761,ACTIVE,10-Apr-17
60566,"40 King St W, Toronto",Toronto,208760,ACTIVE,10-Apr-17
60569,"8500 Warden Ave, Markham",Markham,EDLIC-060569,ACTIVE,15-Jul-17
6057,"1209 King St W, Toronto",Toronto,EDLIC-006057,ACTIVE,15-Oct-17
60570,"666 Kirkwood Av, Ottawa",Ottawa,EDLIC-060570,ACTIVE,15-Jan-17
60572,"40 King St W, Toronto",Toronto,208746,ACTIVE,10-Apr-17
60573,"40 King St W, Toronto",Toronto,208744,ACTIVE,10-Apr-17
60574,"40 King St W, Toronto",Toronto,208742,ACTIVE,10-Apr-17
60575,"40 King St W, Toronto",Toronto,208751,ACTIVE,10-Apr-17
60576,"40 King St W, Toronto",Toronto,208749,ACTIVE,10-Apr-17
60577,"40 King St W, Toronto",Toronto,208748,ACTIVE,10-Apr-17
60578,"35 The Esplanade, Toronto",Toronto,275614,ACTIVE,21-Nov-17
60579,"2225 Erin Mills Pky, Mississauga",Mississauga,EDLIC-060579,ACTIVE,15-Jan-17
60580,"2225 Erin Mills Pky, Mississauga",Mississauga,EDLIC-060580,ACTIVE,13-Jan-17
60581,"825 Coxwell Ave, Toronto",Toronto,EDLIC-060581,ACTIVE,15-Oct-17
60583,"650 Cheapside St, London",London,EDLIC-060583,ACTIVE,15-Oct-17
60584,"695 Proudfoot Lane, London",London,209917,ACTIVE,30-Sep-17
60585,"695 Proudfoot Lane, London",London,209921,ACTIVE,30-Sep-17
60586,"2100 Finch Ave W, North York",North York,EDLIC-060586,ACTIVE,15-Jul-17
60587,"2100 Finch Ave W, North York",North York,EDLIC-060587,ACTIVE,15-Jul-17
60588,"40 King St W, Toronto",Toronto,208769,ACTIVE,10-Apr-17
6059,"1179A King St W, Toronto",Toronto,EDLIC-006059,ACTIVE,15-Dec-16
60590,"34 King St E, Stoney Creek",Stoney Creek,246030,ACTIVE,22-Apr-17
60594,"2109 Ottawa St, Windsor",Windsor,EDLIC-060594,ACTIVE,12-Jun-17
60595,"50 Young St, Delaware",Delaware,EDLIC-060595,ACTIVE,15-Apr-17
60596,5230 Dundas St W Suite 9 Toronto,Toronto,EDLIC-060596,ACTIVE,15-Apr-17
60597,"2550 Victoria Park Ave, Willowdale",Willowdale,EDLIC-060597,ACTIVE,15-Jan-17
60598,"2550 Victoria Park Ave, Willowdale",Willowdale,EDLIC-060598,ACTIVE,15-Oct-17
60599,"2550 Victoria Park Ave, Willowdale",Willowdale,EDLIC-060599,ACTIVE,15-Jan-17
60600,"140 Rideau Terr, Ottawa",Ottawa,EDLIC-060600,ACTIVE,15-Jul-17
60603,"1201 Wilson Ave, North York",North York,169600,ACTIVE,17-Nov-17
60606,"25 Peel Centre Dr, Brampton",Brampton,EDLIC-060606,ACTIVE,15-Jan-17
60607,"555 Trethewey Dr, North York",North York,EDLIC-060607,ACTIVE,15-Apr-17
60608,"4110 Yonge St, Toronto",Toronto,216587,ACTIVE,26-Aug-17
60609,"11 Rosemount Ave, Ottawa",Ottawa,EDLIC-060609,ACTIVE,15-Oct-17
60610,"85 Ferris Lane, Barrie",Barrie,270018,ACTIVE,27-Jul-17
60612,"10 Clearview Dr, Tillsonburg",Tillsonburg,EDLIC-060612,ACTIVE,15-Apr-17
60613,"1881 Yonge St, Toronto",Toronto,EDLIC-060613,ACTIVE,15-Jul-17
60614,"1881 Yonge St, Toronto",Toronto,EDLIC-060614,ACTIVE,15-Jul-17
60615,"1881 Yonge St, Toronto",Toronto,EDLIC-060615,ACTIVE,15-Jul-17
60617,"227 Front St E, Toronto",Toronto,EDLIC-060617,ACTIVE,15-Oct-17
60622,"555 Trethewey Dr, North York",North York,EDLIC-060622,ACTIVE,15-Apr-17
60623,"2001 Bloor St W, Toronto",Toronto,256384,ACTIVE,15-Oct-17
60624,"150 Delhi St, Guelph",Guelph,EDLIC-060624,ACTIVE,15-Jan-17
60625,"150 Delhi St, Guelph",Guelph,269558,ACTIVE,21-Jul-17
60626,"295 Phillip St, Waterloo",Waterloo,253520,ACTIVE,15-Jan-17
60627,"440 Hinton Av S, Ottawa",Ottawa,EDLIC-060627,ACTIVE,27-Jul-17
6063,"67 Mowat Ave, Toronto",Toronto,EDLIC-006063,ACTIVE,15-Dec-16
60630,"3090 Kingston Rd, Scarborough",Scarborough,EDLIC-060630,ACTIVE,15-Oct-17
60631,"3090 Kingston Rd, Scarborough",Scarborough,EDLIC-060631,ACTIVE,15-Oct-17
60633,"111 Gordon Baker Rd, Toronto",Toronto,223332,ACTIVE,04-Feb-17
60634,"111 Gordon Baker Rd, Toronto",Toronto,223333,ACTIVE,04-Feb-17
60635,"111 Gordon Baker Rd, Toronto",Toronto,223334,ACTIVE,04-Feb-17
60636,"140 Hollingham Rd, Markham",Markham,EDLIC-060636,ACTIVE,15-Jul-17
60637,"350 Oxford St W, London",London,EDLIC-060637,ACTIVE,15-Oct-17
60638,"235 Eugenie St W, Windsor",Windsor,240958,ACTIVE,18-Jan-17
60639,"5795 Yonge St, North York",North York,EDLIC-060639,ACTIVE,15-Oct-17
60640,"5795 Yonge St, North York",North York,EDLIC-060640,ACTIVE,15-Oct-17
60642,"298 Lonsdale Rd, Toronto",Toronto,EDLIC-060642,ACTIVE,15-Apr-17
60644,"145 Murray Dr, Aurora",Aurora,EDLIC-060644,ACTIVE,15-Jan-17
60645,"555 Trethewey Dr, North York",North York,EDLIC-060645,ACTIVE,15-Apr-17
60646,"88 Tollgate Rd, Brantford",Brantford,EDLIC-060646,ACTIVE,15-Jul-17
60648,"76 Stuart St, Kingston",Kingston,EDLIC-060648,ACTIVE,15-Jul-17
60649,"3800 Steeles Ave W, Woodbridge",Woodbridge,EDLIC-060649,ACTIVE,15-Apr-17
6065,"67 Mowat Ave, Toronto",Toronto,EDLIC-006065,ACTIVE,15-Dec-16
60650,"3800 Steeles Ave W, Woodbridge",Woodbridge,EDLIC-060650,ACTIVE,15-Apr-17
60652,"49 Albert St, Southampton",Southampton,213735,ACTIVE,26-Jun-17
60653,"1510 Venetian Blvd, Point Edward",Point Edward,EDLIC-060653,ACTIVE,15-Jul-17
60654,"150 Queen St S, Kitchener",Kitchener,EDLIC-060654,ACTIVE,15-Oct-17
60655,"150 Queen St S, Kitchener",Kitchener,EDLIC-060655,ACTIVE,15-Oct-17
60656,"3164 Ninth Line, Oakville",Oakville,EDLIC-060656,PENDING_RENEWAL,15-Jan-17
6066,"190 Liberty St, Toronto",Toronto,EDLIC-006066,ACTIVE,15-Dec-16
60661,"76 Stuart St, Kingston",Kingston,EDLIC-060661,ACTIVE,15-Jul-17
60662,"1187 Queen St E, Toronto",Toronto,EDLIC-060662,ACTIVE,15-Oct-17
60663,"324 Highway #7 E, Richmond Hill",Richmond Hill,EDLIC-060663,PENDING_RENEWAL,15-Jun-17
60664,"144 Queen St, Bowmanville",Bowmanville,EDLIC-060664,ACTIVE,15-Jul-17
60665,"76 Stuart St, Kingston",Kingston,EDLIC-060665,ACTIVE,15-Jul-17
60666,"76 Stuart St, Kingston",Kingston,EDLIC-060666,ACTIVE,15-Jul-17
60667,"76 Stuart St, Kingston",Kingston,EDLIC-060667,ACTIVE,15-Jul-17
6067,"190 Liberty St, Toronto",Toronto,EDLIC-006067,ACTIVE,15-Dec-16
60675,"1201 Wilson Ave, North York",North York,169601,ACTIVE,17-Nov-17
60676,"1201 Wilson Ave, North York",North York,169603,ACTIVE,17-Nov-17
60677,"1201 Wilson Ave, North York",North York,169604,ACTIVE,17-Nov-17
60678,"76 Stuart St, Kingston",Kingston,EDLIC-060678,ACTIVE,15-Jul-17
60679,"10 Ormond St N, Thorold",Thorold,EDLIC-060679,ACTIVE,15-Oct-17
60680,"210 Augustus St, Cornwall",Cornwall,EDLIC-060680,ACTIVE,15-Apr-17
60682,"570 Proudfoot Lane, London",London,EDLIC-060682,ACTIVE,15-Oct-17
60683,"570 Proudfoot Lane, London",London,EDLIC-060683,ACTIVE,15-Oct-17
60684,"1918 Whites Rd, Pickering",Pickering,200629,ACTIVE,15-Apr-17
60685,"40 Auburn St, Peterborough",Peterborough,EDLIC-060685,ACTIVE,15-Apr-17
60686,"40 Auburn St, Peterborough",Peterborough,EDLIC-060686,ACTIVE,15-Apr-17
6069,"80 Fraser Ave, Toronto",Toronto,EDLIC-006069,ACTIVE,15-Dec-16
60690,"75 Dowling Ave, Toronto",Toronto,EDLIC-060690,ACTIVE,15-Sep-17
60691,"75 Dowling Ave, Toronto",Toronto,EDLIC-060691,ACTIVE,15-Sep-17
60693,"625 Cochrane Dr, Markham",Markham,178157,PENDING_RENEWAL,31-Jul-17
60694,"625 Cochrane Dr, Markham",Markham,178161,PENDING_RENEWAL,31-Jul-17
60695,"625 Cochrane Dr, Markham",Markham,178162,PENDING_RENEWAL,31-Jul-17
60696,"402 Queen St, Ottawa",Ottawa,EDLIC-060696,ACTIVE,15-Jul-17
60697,"402 Queen St, Ottawa",Ottawa,EDLIC-060697,ACTIVE,15-Jul-17
60702,"108 Chestnut St, Toronto",Toronto,203929,ACTIVE,08-Jan-17
60706,"4110 Yonge St, Toronto",Toronto,EDLIC-060706,ACTIVE,15-Jun-17
60707,"4110 Yonge St, Toronto",Toronto,EDLIC-060707,ACTIVE,15-Jun-17
60708,"4110 Yonge St, Toronto",Toronto,EDLIC-060708,ACTIVE,15-Jan-17
60709,"4110 Yonge St, Toronto",Toronto,EDLIC-060709,ACTIVE,15-Jan-17
60710,"81 The East Mall, Toronto",Toronto,240978,ACTIVE,18-Jan-17
60711,"1256 Yonge St, Toronto",Toronto,EDLIC-060711,ACTIVE,15-Oct-17
60712,Best Western Hotel 17565 Yonge St Newmarket,Newmarket,EDLIC-060712,ACTIVE,15-Jan-17
60713,"25 Austin Dr, Markham",Markham,EDLIC-060713,ACTIVE,15-Jan-17
60714,"25 Austin Dr, Markham",Markham,EDLIC-060714,ACTIVE,15-Jul-17
60715,"25 Austin Dr, Markham",Markham,EDLIC-060715,ACTIVE,15-Jul-17
60718,"32 Clapham Rd, Hamilton",Hamilton,EDLIC-060718,ACTIVE,15-Oct-17
60719,"101 Hammersmith Av, Toronto",Toronto,EDLIC-060719,ACTIVE,15-Oct-17
60721,"939 Eglinton Ave E, Toronto",Toronto,269946,ACTIVE,26-Jul-17
60722,800 Commissioners Rd E Planning Facilities London,London,EDLIC-060722,ACTIVE,15-Jan-17
60723,800 Commissioners Rd E Planning Facilities London,London,EDLIC-060723,ACTIVE,15-Jan-17
60724,"600 Spring Gardens Rd, Burlington",Burlington,EDLIC-060724,ACTIVE,15-Apr-17
60725,"1825 Markham Rd, Scarborough",Scarborough,EDLIC-060725,ACTIVE,15-Jul-17
60726,"180 Sandalwood Pky E, Brampton",Brampton,EDLIC-060726,ACTIVE,15-Apr-17
60727,"990 Wyld St, North Bay",North Bay,EDLIC-060727,ACTIVE,15-Oct-17
60728,"300 Victoria St, Toronto",Toronto,EDLIC-060728,ACTIVE,15-Apr-17
60729,"750 Baseline Rd E, London",London,203712,ACTIVE,15-Jan-17
60730,"1446 Don Mills Rd, North York",North York,EDLIC-060730,ACTIVE,15-Apr-17
60731,"2975 Don Mills Rd, North York",North York,EDLIC-060731,ACTIVE,01-Jan-17
60732,"22 St Andrews St N, St Marys",St Marys,EDLIC-060732,ACTIVE,15-Apr-17
60733,"25 Watline Ave, Mississauga",Mississauga,262652,ACTIVE,15-Oct-17
60735,"905 King St W, Toronto",Toronto,EDLIC-060735,ACTIVE,15-Apr-17
60736,"1980 Ogilvie Rd, Gloucester",Gloucester,EDLIC-060736,ACTIVE,15-Jul-17
60737,"1 Saramia Cres, Concord",Concord,233592,ACTIVE,10-Aug-17
60738,"2 Hutchinson St, Millbrook",Millbrook,EDLIC-060738,ACTIVE,15-Jul-17
60739,"1693 Paris St, Sudbury",Sudbury,EDLIC-060739,ACTIVE,15-Jul-17
60740,"2435 Holly La, Ottawa",Ottawa,EDLIC-060740,ACTIVE,15-Oct-17
60741,"649 Davis Dr, Kingston",Kingston,EDLIC-060741,ACTIVE,15-Oct-17
60743,"247 Spadina Ave, Toronto",Toronto,239279,ACTIVE,09-Dec-16
60748,"8 Christopher Crt, Guelph",Guelph,EDLIC-060748,ACTIVE,15-Apr-17
60749,"8 Christopher Crt, Guelph",Guelph,EDLIC-060749,ACTIVE,15-Apr-17
60752,"114 Anne St N, Barrie",Barrie,266416,ACTIVE,24-May-17
60753,"1510 Venetian Blvd, Point Edward",Point Edward,EDLIC-060753,ACTIVE,15-Jul-17
60754,"340 Mcleod St, Sudbury",Sudbury,EDLIC-060754,ACTIVE,15-Jul-17
60756,"740 Progress Ave, Scarborough",Scarborough,EDLIC-060756,ACTIVE,15-Apr-17
60757,"740 Progress Ave, Scarborough",Scarborough,EDLIC-060757,ACTIVE,15-Apr-17
60758,"740 Progress Ave, Scarborough",Scarborough,EDLIC-060758,ACTIVE,15-Apr-17
60759,"381 Church St, Markham",Markham,EDLIC-060759,ACTIVE,15-Jul-17
60760,"381 Church St, Markham",Markham,EDLIC-060760,ACTIVE,15-Jul-17
60761,"7460 Bathurst St, Thornhill",Thornhill,EDLIC-060761,PENDING_RENEWAL,15-Jan-17
