Incident Number,Creation Date,Fatal Injury Victim,Concussion Intracranial Inju,Burns Severe,Burns Minor,Whiplash,Spinal Injury,Amputation,Injury Leading Deafness,Heart Attack,Fracture Major Bone,Eye Injury,Electric Shock Severe,Electric Shock Minor,Dislocation Limb,Bruise Hemorrhage Interna,Exposure Carcinomatou Poison,Swelling,Sprained Twisted Joints Muscle,Skin Infection Irritation,Seizure,Respiratory Infection Irrita,Poisoning,Other Internal Injury,Nausea Dizziness,Laceration Superficial Cut,Laceration Deep Cut,Fracture Nose Fingers Toes,External Bruise,Aches Pains,Date Of Occurrence,catagory of incident,fatal injury,permanent (serious) injury,non-permanent (minor) injury,No Injury,elevating devices number,Specific Root Cause,Reported occurrence narrative,Time of Occurrence,Summarized detail of Inspection and tests,Inspector's Conclusion,Incident Summary,Task Number,release
1416846,16-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Jun-14,ED-Near-Miss,,,,,39540,8.1 Weather or environmental conditions,Elevator-Rain water leaked through roof went down shaft damage to circuit boards,6:00:00 AM,,,ED-Near Miss,5064152,yes
1413034,10-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Jun-14,ED-Near-Miss,,,,,60003,,Elevator-Buried cylinder severly corroded significant damage to outside of cylinder,4:00:00 PM,,,AD-Near Miss,5056241,yes
1455660,11-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-Jun-14,ED-Near-Miss,,,,,66609,,Elevator-6 inches out of level sign posted watch step because there is only 1 elevator working,10:00:00 AM,,,ED-Near Miss,5133762,yes
1417438,16-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Jun-14,ED-Near-Miss,,,,,3817,6.3 Improper or negligent work practices,Elevator-rope had fallen off deflector sheave trapping a person inside car she was let out car went past the limits,1:00:00 PM,Inspector checked all leveling and brake circuitry,Could not find any thing wrong with device or prove that persons had worked on it the brake drun=m was covered in oil as well as the brakes linings se,ED-Incident,5094860,yes
1415450,12-Jun-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,09-Jun-14,ED-Incident,0.0,0.0,1.0,0.0,67114,,Elevator - Female reported that elevator hit her in hip and head she had bruising and bump also felt dizzy,1:00:00 PM,,,ED-Incident,5061198,yes
1415494,12-Jun-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09-Jun-14,ED-Incident,0.0,1.0,0.0,0.0,32001,,"Elevator-Tenant arriving to 9th floor tripped and fell taken to hospital sore face, neck and hand and mild concussion",7:00:00 AM,,,ED-Incident,5061372,yes
1417546,16-Jun-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jun-14,ED-Incident,0.0,0.0,1.0,0.0,62374,,Elevator-women got wheels of stroller wedged between door she forced doors open sustained pain in left shoulder,1:30:00 PM,,,ED-Incident,5065425,yes
1478108,15-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-14,ED-Near-Miss,,,,,36512,,Elevator-jolting and shaking adjusted but still doing it,12:00:00 AM,,,ED-Near Miss,5178661,yes
1417586,16-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-14,ED-Near-Miss,,,,,61110,"8.2 Utilities (power, water, telecomm, sewage)","Elevator-Broken pipe ground floor flood in machine 21"" controller under water completly",8:00:00 AM,,,ED-Near Miss,5065481,yes
1417604,16-Jun-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11-Jun-14,ED-Near-Miss,0.0,0.0,0.0,1.0,60357,7.6 Failure to follow user instructions,Elevator-Women tripped into elevator it was unlevel she sustained no injury,11:16:00 AM,,,ED-Near Miss,5065502,yes
1417642,16-Jun-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11-Jun-14,ED-Incident,0.0,0.0,0.0,0.0,29606,,Elevator-Person claimed elevator bumped her arm with great force unsure if arem was hurt,10:00:00 AM,,,ED-Incident,5065563,yes
1418220,17-Jun-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12-Jun-14,ED-Incident,0.0,0.0,1.0,0.0,22527,,Elevator-Man put hand between door to try and stop it from closing swelling in right arm/wrist mild pain,9:30:00 AM,,,ED-Incident,5066693,yes
1440090,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Jun-14,ED-Near-Miss,,,,,73417,,"Elevator-water impact 3 units hoist and governor ropes, door hall and car locks operator, locks phones etc.",4:30:00 PM,,,ED-Near Miss,5107556,yes
1436136,15-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jun-14,ED-Near-Miss,,,,,7576,,Elevators-rainy river levels reached all time high shut down mill flood in pits,6:00:00 PM,,,ED-Near Miss,5100625,yes
1630530,30-Apr-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jun-14,ED-Near-Miss,,,,,2371,,Elevator-Rainy River levels read all time high pits flooded,6:00:00 PM,,,ED-Near Miss,5470567,yes
1419472,18-Jun-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16-Jun-14,ED-Incident,0.0,0.0,1.0,0.0,61101,,Elevator - Elderly male got hit by elevator door sofft tissure and bruising on his body,8:00:00 PM,,,ED-Incident,5069352,yes
1420240,19-Jun-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16-Jun-14,ED-Incident,0.0,0.0,1.0,0.0,16283,,Elevator-Door closed and hit womens right shoulder pain in shoulder and neck,8:00:00 AM,,,ED-Incident,5070691,yes
1419734,19-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-Jun-14,ED-Near-Miss,,,,,9313,,Elevator- Flood 4 inches from bottom sill locked and tagged out,8:58:00 PM,,,ED-Near Miss,5069743,yes
1419968,19-Jun-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17-Jun-14,ED-Incident,0.0,0.0,1.0,0.0,39743,,Elevator,4:10:00 PM,,,ED-Incident,5070290,yes
1420602,20-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Jun-14,ED-Near-Miss,,,,,29520,,Elevator-sewage back in pit 4 inches from sill sump pump not work locked out,12:10:00 PM,,,ED-Near Miss,5071449,yes
1424478,26-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-Jun-14,ED-Near-Miss,,,,,64498238,,Elevator-flood level over the bottom landing sill,12:00:00 AM,,,ED-Near Miss,5078862,yes
1424308,26-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-Jun-14,ED-Near-Miss,,,,,27059,,Elevator-water filled the pit and over the bottom landing of the three cars,12:00:00 AM,,,ED-Near Miss,5078618,yes
1442592,23-Jul-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-Jun-14,ED-Incident,0.0,0.0,0.0,0.0,62222,1.2 Defective or failed component including safety devices,Freight Elevator-standing under gate when it came down and hit him in the head unsure of condition,5:20:00 PM,See attached,See attached,ED-Incident,5469900,yes
1440286,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-Jun-14,ED-Near-Miss,,,,,64512702,,Elevator-pit flooded governor sheave and rope is rusted pit steel is also rusted,10:00:00 AM,,,ED-Near Miss,5108112,yes
1440862,22-Jul-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26-Jun-14,ED-Incident,0.0,0.0,1.0,0.0,376,7.6 Failure to follow user instructions,Freight Elevator-Male closing door he pulled handle down and got finger crushed stitches surgery on finger,7:45:00 PM,See attached,The victim was not to be using this device nor was he trained to when asked he said he should not need to be trained did close door properly,ED-Incident,5470611,yes
1478176,15-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Jun-14,ED-Near-Miss,,,,,77545,1.2 Defective or failed component including safety devices,Elevator- Machine room flood pipe burst,12:00:00 AM,,,ED-Near Miss,5224274,yes
1440274,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Jun-14,ED-Near-Miss,,,,,64579081,,"Elevator-water got behind car operating panel and damaged car PI Emergency light board, terminal strips and phone",12:00:00 AM,,,ED-Near Miss,5108061,yes
1440208,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Jun-14,ED-Near-Miss,,,,,79201,,Elevator -found elevator not functioning due to water damage to controller,2:30:00 PM,,,ED-Near Miss,5107885,yes
1444670,25-Jul-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-Jun-14,ED-Near-Miss,0.0,0.0,0.0,1.0,65674,,Elevator-child got finers caught in car door no report of injuries,6:20:00 PM,,,ED-Near Miss,5115943,yes
1440156,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Jul-14,ED-Near-Miss,,,,,85889,,Elevator-passenger smelt burning smell tech found brake not lifting broken brake arm,12:00:00 AM,,,ED-Near Miss,5107725,yes
1440174,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Jul-14,ED-Near-Miss,,,,,21325,7.6 Failure to follow user instructions,"Elevator-It was reported elevator out of level 6"" someone tripped no report of injuries",2:00:00 PM,See attached,No issues could be found,ED-Near Miss,5470404,yes
1455692,11-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,63852,,Elevator-Women tripped exiting elevator that wasn't level she went to hospital she sustained a slipped disc in neck and right arm severe pain,2:12:00 PM,,,ED-Incident,5438594,yes
1440138,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Jul-14,ED-Near-Miss,,,,,16642,,Elevators-heating and cooling system water ran into the hoistway contaminated all 3 cars,5:43:00 AM,,,ED-Near Miss,5107675,yes
1440120,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Jul-14,ED-Near-Miss,,,,,39475,,Elevator-someone unplugged ice machine and in,12:00:00 AM,,,ED-Near Miss,5107612,yes
1455776,11-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,39784,7.6 Failure to follow user instructions,Elevator-Female got hit by elevator door while entering sore shoulder area,2:00:00 PM,,,ED-Incident,5133951,yes
1440112,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-Jul-14,ED-Near-Miss,,,,,29206,,elevator -out of level person entering with machiner had a scare helped out of elevator no injuries,10:30:00 AM,,,ED-Near Miss,5107599,yes
1446496,28-Jul-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,78817,,Escalator-Male put arm in door to stop it from cllosing swelling and pain to right wrist,9:45:00 AM,,,ED-Incident,5118084,yes
1446550,28-Jul-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,67629,7.6 Failure to follow user instructions,Elevator-Women stepped out elevator out of level higher then a foot she sustained right sore leg and ankle,12:50:00 PM,See inspection report,No issues found,ED-Incident,5470074,yes
1363286,26-Mar-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Jul-14,ED-Near-Miss,,,,,64506019,,Elevator-filled with water cause it to lockout on earthquake mode new sump pump,9:00:00 AM,,,ED-Near Miss,4859428,yes
1446664,28-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Jul-14,ED-Incident,,,,,66382,,Escalator-An employee fell on escalator injury to right ankle when elevator jumpped,10:30:00 AM,,,ED-Incident,5118398,yes
1440318,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jul-14,ED-Near-Miss,,,,,33416,,Elevator-car top and pit are drenched in water chiller failed,1:31:00 PM,,,ED-Near Miss,5108145,yes
1440272,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jul-14,ED-Near-Miss,,,,,4014,,Elevator-flood in pit electrical damage to wiring,12:00:00 AM,,,ED-Near Miss,5108047,yes
1478184,15-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jul-14,ED-Near-Miss,,,,,40104,1.2 Defective or failed component including safety devices,Elevator-Pit flooded to bottom door sill shutdown for permanent repairs,11:00:00 AM,,,ED-Near Miss,5178772,yes
1440336,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-Jul-14,ED-Near-Miss,,,,,4014,,Elevator-water in pit came to bottom floor junction box and shorted out elevator stopped running,7:00:00 AM,,,ED-Near Miss,5108157,yes
1440234,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-Jul-14,ED-Near-Miss,,,,,61655,,Elevator-sump pump not working water in pit,12:00:00 AM,,,ED-Near Miss,5108019,yes
1457578,13-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-Jul-14,ED-Near-Miss,,,,,5432,1.4 Defective assembly,Elevator-during inspection rope brake applied and it pulled out of floor,12:00:00 AM,,,ED-Near Miss,5137175,yes
1447946,29-Jul-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,16534,,Elevator-lady got off elevator then turned to go back in hit by door hur her shoulder,11:00:00 AM,,,ED-Incident,5120748,yes
1440224,21-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Jul-14,ED-Near-Miss,,,,,70261,,Elevator-water in pit door locks were wet,12:30:00 PM,,,ED-Near Miss,5107927,yes
1454652,08-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,38751,7.6 Failure to follow user instructions,Elevator-Nanny with child in stroller he got his finer caught in door panel scrapped skin on finger some redness,10:25:00 AM,,,ED-Incident,5132053,yes
1517622,11-Nov-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Jul-14,ED-Near-Miss,,,,,65709,,Elevator-pipe burst hoistway flooded,12:00:00 AM,,,ED-Near Miss,5250632,yes
1456930,12-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22-Jul-14,ED-Near-Miss,0.0,0.0,0.0,1.0,79077,7.6 Failure to follow user instructions,Elevator-reported that elevator bumped a male in the arm no injury,12:00:00 AM,,,ED-Near Miss,5136400,yes
1457610,13-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,18121,,Elevator-jumping elevator caused passenger to fall and hit railing against back strained back muscles,10:00:00 AM,,,ED-Incident,5137258,yes
1457622,13-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,15259,7.6 Failure to follow user instructions,Elevator-Person in electric wheelchair stuck her arm out and got it cut,3:43:00 PM,,,ED-Incident,5137282,yes
1457632,13-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Jul-14,ED-Near-Miss,,,,,64508304,"8.3 External incidents (fire, explosion)",Elevator-fire in one of the units  replacement of components affected by high humidity,12:00:00 AM,,,ED-Near Miss,5137325,yes
1458576,14-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jul-14,ED-Near-Miss,,,,,38837,1.1 Defective or failed equipment including safety devices,Elevator-sump pump failure damage not unknown,10:00:00 PM,,,ED-Near Miss,5139321,yes
1458732,14-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,38003,,Escalator-not level person tripped and fell in the elevator injuries to head and shoulder went to see doctor,12:00:00 PM,,,ED-Incident,5139833,yes
1458586,14-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,38003,,Elevator-not level lady trips falls forward hit floor with shoulder going to doctor,12:00:00 PM,,,ED-Incident,5139355,yes
1465194,25-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jul-14,ED-Near-Miss,,,,,87262,1.5 Electrical or instrument noise or malfunction,Elevator-Mechanic made aware someone working on elevators doing electrical wiring got grounded and took both elevators out,8:40:00 AM,,,ED-Near Miss,5151197,yes
1455532,11-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-Jul-14,ED-Incident,0.0,0.0,1.0,0.0,35850,,Elevator-Female got in elevator at 3rd floor it was below level and she tripped wearing heels severe sprain in left ankle,12:00:00 AM,,,ED-Incident,5133472,yes
1453486,06-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-Jul-14,ED-Near-Miss,0.0,0.0,0.0,1.0,31143,,Elevator-person running to get elevator and ran into door as it was closing no injuries,1:54:00 PM,,,ED-Near Miss,5129488,yes
1453540,06-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-Jul-14,ED-Near-Miss,,,,,30415,,Elevator-Car went on safeties at full speed contractor to check for damages,12:00:00 AM,,,ED-Near Miss,5129536,yes
1453632,06-Aug-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Aug-14,ED-Incident,0.0,1.0,0.0,0.0,72950,,Elevator-women ton paying attention tripped forward same time door closing signs of concussion symptoms and dizziness,9:14:00 PM,,,ED-Incident,5129673,yes
1453616,06-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01-Aug-14,ED-Incident,0.0,0.0,1.0,0.0,23785,,Escalator-girl fell on escaltor chipped front tooth,12:35:00 PM,,,ED-Incident,5129637,yes
1465210,25-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Aug-14,ED-Near-Miss,,,,,17398,,Elevator-Car found on buffers with an empty oil reservoir hole in buried portion of cylinder,7:30:00 AM,,,ED-Near Miss,5151253,yes
1465226,25-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Aug-14,ED-Near-Miss,,,,,19996,"8.3 External incidents (fire, explosion)",Elevator-fire on 5th floor water went down hoistway unknown if any damage,4:00:00 AM,,,ED-Near Miss,5151280,yes
1466956,27-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-14,ED-Near-Miss,,,,,803,1.1 Defective or failed equipment including safety devices,Elevator-Major flooding of hospital basement area caused sanitary system to surcharge  and flow into hospital,6:30:00 PM,,,ED-Near Miss,5157025,yes
1458496,14-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-14,ED-Near-Miss,,,,,77082,8.1 Weather or environmental conditions,Elevator-water leaked from roof onto controller,12:00:00 AM,,,ED-Near Miss,5139158,yes
1458440,14-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-14,ED-Near-Miss,,,,,802,8.1 Weather or environmental conditions,Elevator-flood in building pits filled with water and sewage,7:00:00 PM,,,ED-Near Miss,5139113,yes
1465068,25-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,05-Aug-14,ED-Incident,0.0,0.0,1.0,0.0,3046,7.6 Failure to follow user instructions,Elevator-male hit in face by elevator door laceration to right side of face,2:15:00 PM,,,ED-Incident,5150871,yes
1466108,26-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Aug-14,ED-Incident,,,,,64358,1.5 Electrical or instrument noise or malfunction,Elevator -door closed on female's arm possible army injury,10:45:00 AM,,,ED-Incident,5153430,yes
1533086,01-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Aug-14,ED-Near-Miss,,,,,60409,,Escalator-unidentified intoxicated female fell on escalator she was pushed by another no injuries sustained,11:06:00 AM,,,ED-Near Miss,5277859,yes
1466076,26-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-Aug-14,ED-Near-Miss,,,,,64586021,1.1 Defective or failed equipment including safety devices,Elevator-flood in pit govenor ropes were wet will be changed,12:00:00 AM,,,ED-Near Miss,5153324,yes
1465478,25-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,08-Aug-14,ED-Incident,0.0,0.0,1.0,0.0,65470,,Elevator-not level lady tripped and fell bruising to left knee soreness to wrists/hands,12:09:00 PM,,,ED-Incident,5151875,yes
1465324,25-Aug-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,08-Aug-14,ED-Incident,0.0,0.0,1.0,0.0,37782,7.6 Failure to follow user instructions,"Escalator-Elderly women fell on escalator scrapes over left elbow, knee and right elbow, knee and forearm",2:00:00 PM,,,ED-Incident,5151631,yes
1478356,15-Sep-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,08-Aug-14,ED-Incident,0.0,0.0,1.0,0.0,78767,7.6 Failure to follow user instructions,Freight Elevator- door came down hit employee in the head knocked to ground bruise on head back pain neck pain,6:45:00 PM,,,ED-Incident,5179081,yes
1479058,15-Sep-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Aug-14,ED-Incident,0.0,0.0,1.0,0.0,14398,,Elevator-not level women with walker tripped and fell hit head/shoulders/neck and back on floor,2:50:00 PM,,,ED-Incident,5180565,yes
1466230,26-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Aug-14,ED-Near-Miss,,,,,21580,1.1 Defective or failed equipment including safety devices,Elevator-water damage on top of elevator parts affected PPU boards leveling level reads,12:00:00 AM,,,ED-Near Miss,5153703,yes
1472752,04-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Aug-14,ED-Near-Miss,,,,,16461,1.3 Defective or failed material,Elevator-rain fall water went through hole in roof damage to controller,12:00:00 AM,,,ED-Near Miss,5166797,yes
1472880,04-Sep-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12-Aug-14,ED-Incident,0.0,0.0,1.0,0.0,82255,7.6 Failure to follow user instructions,"Elevator-Female tried to hold elevator door open it may have closed on her sore neck, shoulder and upper arm",1:20:00 PM,,,ED-Incident,5167156,yes
